id	onSequence	start	end	strand	name	annotation	species	source	method	score
10115	10344	2	1109	1	OTG03638.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.5e-290
10116	10346	1	214	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	1.0e-84
10117	10346	1	213	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.9e-79
10118	10346	16	213	1	EXX58445.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.8e-73
10119	10346	1	213	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	3.1e-73
10120	10346	1	215	1	GAV81611.1	hypothetical protein CFOL_v3_25065, partial	Cephalotus follicularis	nr	diaBlastP	1.1e-67
10121	10349	59	405	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	9.0e-55
10122	10349	250	405	1	KYP40055.1	hypothetical protein KK1_038613	Cajanus cajan	nr	diaBlastP	6.5e-29
10123	10349	275	405	1	XP_009795078.1	PREDICTED: uncharacterized protein LOC104241824	Nicotiana sylvestris	nr	diaBlastP	4.7e-27
10124	10349	27	397	1	KYP73276.1	hypothetical protein KK1_005894	Cajanus cajan	nr	diaBlastP	4.7e-27
10125	10345	1	206	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	1.5e-70
10126	10345	1	205	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.9e-61
10127	10345	1	207	1	GAV69199.1	hypothetical protein CFOL_v3_12700, partial	Cephalotus follicularis	nr	diaBlastP	2.9e-53
10128	10345	1	207	1	GAV58796.1	hypothetical protein CFOL_v3_02329	Cephalotus follicularis	nr	diaBlastP	5.0e-53
10129	10345	1	173	1	XP_017234846.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	8.5e-53
10130	10357	193	1098	1	KYP35691.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.2e-189
10131	10357	193	1098	1	KYP37030.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.2e-189
10132	10357	184	1097	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	7.6e-189
10133	10357	318	1097	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	8.4e-180
10134	10357	190	1096	1	CAN64335.1	hypothetical protein VITISV_001808	Vitis vinifera	nr	diaBlastP	1.1e-179
10135	10358	53	326	1	OTF91502.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.2e-88
10136	10358	43	326	1	OTF98455.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-88
10137	10358	43	326	1	OTF88227.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.5e-88
10138	10358	43	323	1	OTF95031.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	6.5e-88
10139	10358	43	326	1	OTG07632.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.5e-88
10140	10363	77	603	1	XP_022024599.1	uncharacterized protein LOC110924935	Helianthus annuus	nr	diaBlastP	1.9e-95
10141	10363	2	377	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.6e-48
10142	10363	325	430	1	XP_022042300.1	uncharacterized abhydrolase domain-containing protein DDB_G0269086-like	Helianthus annuus	nr	diaBlastP	2.8e-22
10143	10374	100	180	1	OTG20456.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-24
10144	10374	100	187	1	OTG22671.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.0e-24
10145	10374	100	187	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.0e-24
10146	10374	100	180	1	XP_022019086.1	uncharacterized protein LOC110919115	Helianthus annuus	nr	diaBlastP	5.0e-24
10147	10374	100	187	1	OTG05643.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.4e-24
10148	10370	111	434	1	OTF90954.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-107
10149	10370	111	434	1	OTF91700.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	1.7e-107
10150	10370	110	434	1	OTF97508.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.7e-107
10151	10370	111	434	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	2.2e-107
10152	10370	111	434	1	OTG19951.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-107
10153	10373	1	520	1	APU93382.1	putative gag-pol polyprotein	Marshallia obovata	nr	diaBlastP	6.7e-146
10154	10373	1	510	1	OTG12660.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.2e-140
10155	10373	1	512	1	OTG18985.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-139
10156	10373	1	512	1	OTG09914.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.7e-139
10157	10373	1	510	1	OTG32794.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-138
10158	10368	1	415	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	3.8e-62
10159	10372	264	943	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	3.5e-142
10160	10372	264	943	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.0e-141
10161	10372	264	947	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	5.8e-137
10162	10372	272	946	1	AAP94599.1	putative copia-type pol polyprotein	Zea mays	nr	diaBlastP	1.1e-127
10163	10372	255	944	1	CCI55376.1	PH01B035L11.21	Phyllostachys edulis	nr	diaBlastP	4.2e-127
10164	10375	16	124	1	XP_022013982.1	cysteine-rich receptor-like protein kinase 8	Helianthus annuus	nr	diaBlastP	3.1e-23
10165	10376	10	194	1	XP_019160024.1	PREDICTED: uncharacterized protein LOC109156624	Ipomoea nil	nr	diaBlastP	1.7e-36
10166	10376	12	194	1	XP_019158533.1	PREDICTED: uncharacterized protein LOC109155304	Ipomoea nil	nr	diaBlastP	2.2e-36
10167	10376	10	194	1	XP_019158504.1	PREDICTED: uncharacterized protein LOC109155276 isoform X1	Ipomoea nil	nr	diaBlastP	2.4e-35
10168	10376	10	194	1	XP_019158505.1	PREDICTED: uncharacterized protein LOC109155276 isoform X2	Ipomoea nil	nr	diaBlastP	2.4e-35
10169	10376	10	194	1	XP_019178798.1	PREDICTED: uncharacterized protein LOC109173928	Ipomoea nil	nr	diaBlastP	1.5e-34
10170	10379	81	626	1	XP_013442963.1	senescence-associated protein, putative	Medicago truncatula	nr	diaBlastP	1.2e-170
10171	10379	112	625	1	KRH17860.1	hypothetical protein GLYMA_13G022500	Glycine max	nr	diaBlastP	1.1e-165
10172	10379	112	625	1	KRH17792.1	hypothetical protein GLYMA_13G016400	Glycine max	nr	diaBlastP	1.5e-165
10173	10379	112	625	1	KRH17855.1	hypothetical protein GLYMA_13G022000	Glycine max	nr	diaBlastP	1.5e-165
10174	10379	69	626	1	PHT26171.1	Protein TAR1	Capsicum baccatum	nr	diaBlastP	3.1e-163
10175	10381	35	787	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10176	10381	35	787	1	OTG18985.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10177	10381	35	787	1	OTG09914.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10178	10381	35	787	1	OTF96392.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10179	10381	35	787	1	OTG12660.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10180	10384	289	1331	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10181	10384	289	1331	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10182	10384	289	1331	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10183	10384	287	1321	1	OTF84690.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.9e-272
10184	10384	283	1321	1	OTG35476.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	6.6e-272
10185	10388	2	285	1	OTG24127.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.6e-74
10186	10388	1	285	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.5e-72
10187	10388	1	285	1	OTF87381.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.6e-71
10188	10388	1	285	1	OTG21245.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	4.7e-71
10189	10388	1	285	1	OTF85719.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	6.2e-71
10190	10386	3	424	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	7.6e-66
10191	10386	7	424	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	9.9e-66
10192	10386	7	424	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	1.7e-65
10193	10386	7	424	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	2.2e-65
10194	10386	7	424	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	9.3e-64
10195	10387	97	270	1	XP_021679049.1	uncharacterized protein LOC110663880	Hevea brasiliensis	nr	diaBlastP	3.0e-50
10196	10387	97	272	1	OMO49962.1	reverse transcriptase	Corchorus capsularis	nr	diaBlastP	2.6e-49
10197	10387	97	270	1	CAN77900.1	hypothetical protein VITISV_037350	Vitis vinifera	nr	diaBlastP	2.4e-47
10198	10387	97	272	1	XP_020400961.1	uncharacterized protein LOC109942824	Zea mays	nr	diaBlastP	5.0e-45
10199	10387	97	270	1	XP_012435448.1	PREDICTED: uncharacterized protein LOC105762079	Gossypium raimondii	nr	diaBlastP	1.1e-44
10200	10389	1	388	1	EXX50149.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.2e-143
10201	10389	1	387	1	BAA22288.1	polyprotein	Oryza australiensis	nr	diaBlastP	1.6e-125
10202	10389	1	393	1	OTG07182.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	5.7e-123
10203	10389	1	387	1	AAC26250.1	contains similarity to reverse transcriptase (Pfam: rvt.hmm, score 19.29)	Arabidopsis thaliana	nr	diaBlastP	2.8e-122
10204	10389	1	387	1	ADB85430.1	putative retrotransposon protein	Phyllostachys edulis	nr	diaBlastP	3.7e-122
10205	10391	77	1478	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10206	10391	74	1483	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10207	10391	74	1483	1	OTG19730.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10208	10391	77	1479	1	OTG05643.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10209	10391	85	1483	1	OTG05998.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10210	10396	731	860	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	1.7e-40
10211	10396	745	860	1	OTG10044.1	hypothetical protein HannXRQ_Chr10g0283231	Helianthus annuus	nr	diaBlastP	3.1e-39
10212	10396	762	860	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.6e-35
10213	10396	762	860	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.7e-35
10214	10396	762	860	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.0e-35
10215	10392	148	708	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	1.9e-88
10216	10392	404	699	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	9.2e-83
10217	10392	405	699	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	1.0e-81
10218	10392	65	689	1	CAN64335.1	hypothetical protein VITISV_001808	Vitis vinifera	nr	diaBlastP	3.7e-76
10219	10392	64	696	1	KYP35691.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.3e-73
10220	10397	221	1340	1	XP_021994047.1	uncharacterized protein LOC110890728	Helianthus annuus	nr	diaBlastP	4.8e-270
10221	10397	243	1340	1	XP_022030670.1	uncharacterized protein LOC110931590	Helianthus annuus	nr	diaBlastP	1.8e-269
10222	10397	243	1340	1	XP_021995605.1	uncharacterized protein LOC110892763	Helianthus annuus	nr	diaBlastP	2.0e-268
10223	10397	240	1340	1	XP_021995976.1	uncharacterized protein LOC110893165	Helianthus annuus	nr	diaBlastP	2.6e-268
10224	10397	271	1340	1	OTG16266.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.4e-245
10225	10404	1	246	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	9.2e-119
10226	10404	1	240	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.3e-80
10227	10404	1	244	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	3.2e-79
10228	10404	1	236	1	KZN00833.1	hypothetical protein DCAR_009587	Daucus carota subsp. sativus	nr	diaBlastP	6.0e-78
10229	10404	1	236	1	XP_017233141.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	3.0e-77
10230	10401	1	1197	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	2.4e-223
10231	10401	845	1244	1	AGM34085.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	2.0e-113
10232	10401	821	1244	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	6.1e-102
10233	10401	821	1244	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	1.0e-101
10234	10401	821	1244	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.3e-101
10235	10399	17	191	1	KVI06492.1	cytochrome P450, partial	Cynara cardunculus var. scolymus	nr	diaBlastP	1.2e-68
10236	10399	17	194	1	XP_021983800.1	cytochrome P450 83B1-like	Helianthus annuus	nr	diaBlastP	1.5e-68
10237	10399	17	193	1	KVI06506.1	hypothetical protein Ccrd_015142	Cynara cardunculus var. scolymus	nr	diaBlastP	5.8e-68
10238	10399	17	193	1	KVI06510.1	cytochrome P450	Cynara cardunculus var. scolymus	nr	diaBlastP	8.4e-67
10239	10399	17	191	1	OTF90649.1	putative cytochrome P450, family 83, subfamily A, polypeptide 1	Helianthus annuus	nr	diaBlastP	1.4e-66
10240	10398	575	1343	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	7.9e-172
10241	10398	575	1343	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.8e-169
10242	10398	575	1344	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	3.2e-165
10243	10398	571	1341	1	CAN64335.1	hypothetical protein VITISV_001808	Vitis vinifera	nr	diaBlastP	6.7e-163
10244	10398	46	1344	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	4.1e-160
10245	10406	749	1212	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.8e-160
10246	10406	749	1212	1	OTG00134.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.2e-157
10247	10406	749	1212	1	OTF87381.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.5e-157
10248	10406	773	1212	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-150
10249	10406	2	272	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.7e-35
10250	10406	749	1212	1	OTG12858.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.6e-150
10251	10408	7	443	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	3.0e-88
10252	10408	7	443	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.2e-87
10253	10408	7	452	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	1.3e-86
10254	10408	7	476	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	1.8e-85
10255	10408	7	452	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	3.1e-85
10256	10410	708	1301	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.2e-174
10257	10410	708	1301	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.8e-173
10258	10410	708	1301	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-173
10259	10410	704	1301	1	OTF85719.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	1.7e-115
10260	10410	708	1301	1	OTG24127.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.3e-114
10261	10413	277	381	1	XP_015081467.1	PREDICTED: uncharacterized protein LOC107025139	Solanum pennellii	nr	diaBlastP	2.3e-25
10262	10413	277	381	1	XP_015078459.1	PREDICTED: uncharacterized protein LOC107022334	Solanum pennellii	nr	diaBlastP	5.0e-25
10263	10413	277	381	1	XP_015068768.1	PREDICTED: uncharacterized protein LOC107013353	Solanum pennellii	nr	diaBlastP	3.3e-24
10264	10413	278	380	1	OKX69900.1	hypothetical protein AXD71_14835, partial	Listeria monocytogenes	nr	diaBlastP	1.1e-22
10265	10413	277	384	1	XP_018627842.1	PREDICTED: uncharacterized protein LOC108945942	Nicotiana tomentosiformis	nr	diaBlastP	1.5e-21
10266	10415	94	1079	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10267	10415	94	1079	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10268	10415	94	1079	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10269	10415	94	1071	1	OTG22975.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-243
10270	10415	94	1071	1	OTF92807.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.4e-243
10271	10416	1329	2703	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10272	10416	1329	2703	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10273	10416	1329	2702	1	OTG19730.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10274	10416	1329	2702	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10275	10416	1338	2703	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
10276	10417	1	293	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	2.2e-56
10277	10417	1	293	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	2.2e-56
10278	10417	1	293	1	XP_021999487.1	uncharacterized protein LOC110896464	Helianthus annuus	nr	diaBlastP	7.8e-54
10279	10417	1	293	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	2.3e-53
10280	10417	1	293	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	3.9e-53
